the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.099531834597 29.976104940912),877329,SWEGS KITCHEN,231 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SWEGS MID CITY,LLC",3671458.68084,538903.72865
POINT (-90.060363618688 29.998739458044),876465,BURGER ORLEANS & CAJUN SEAFOOD,3105 GENTILLY BLVD,,NEW ORLEANS,LA,70122,504-288-9585,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SONG THU CORPORATION,3683767.45666,547270.144017
POINT (-90.104923265591 29.935278605775),876400,BAR FRANCES,4525 FRERET ST,STE:107,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAR FRANCES LLC,3669910.96897,524039.379836
POINT (-90.077093853264 29.977755050269),877021,NEW ORLEANS FAMOUS HOT DOGS,1501 N BROAD ST,,NEW ORLEANS,LA,70122,504-416-7273,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIYAH'S INC,3678555.72002,539580.956234
POINT (-89.914941749036 30.035707893969),877063,ORIENT RESTAURANT #2,14207 CHEF MENTEUR HWY,STE: 4,NEW ORLEANS,LA,70129,504-254-0296,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORIENT DONG PHUONG RESTAURANT INC,3729629.10406,561253.699038
POINT (-90.096658043698 29.941798514216),876556,CITY DONUTS AND CAFE,3301 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CITY DONUTS AND CAFE, LLC",3672503.13287,526438.417726
POINT (-90.119043608729 29.91700401883),876708,FRANKIE & JOHNNY'S,321 ARABELLA ST,,NEW ORLEANS,LA,70115,504-243-1234,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"K & M PARTNERS 321 ARABELLA, LLC",3665509.20756,517346.392757
POINT (-90.068379559854 29.956873418306),876596,CUNADA,833 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WORLD OF TASTE LLC,3681398.34639,532017.964867
POINT (-90.080700299564 29.938881163854),876492,CAFE ROMA,1800 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70115,504-524-2419,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1901 SOPHIE WRIGHT LLC,3677568.51355,525432.458941
POINT (-90.061748170298 29.958112765827),877442,TUJAGUE'S REST,823 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-8676,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TUJAGUE'S INC,3683493.16981,532491.87898
POINT (-90.102702720278 29.967485010984),876753,GRILL,3811 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TULANE AVE BAR INC,3670488.47732,535758.392071
POINT (-90.113398247913 30.025818416901),877359,THE BLUE CRAB RESTAURANT & OYSTER BAR,7900 LAKESHORE DR,,NEW ORLEANS,LA,70124,504-473-7403,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW LANDINGS, LLC",3666876.25191,556934.571034
POINT (-90.098778084744 29.920903754452),877216,SAFFRON NOLA,4128 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ASHWIN, INC.",3671913.58356,518833.076471
POINT (-90.093336658249 29.921557562422),876404,BARU BISTRO & TAPAS,3700 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-2225,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARU BISTRO & TAPAS, LLC",3673634.66075,519089.436727
POINT (-90.076989294557 29.951922709288),876655,EASY SEAFOOD,13243 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70129,504-254-3757,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),T & K PARTNERS INC,3678691.8167,530187.70942
POINT (-89.912660691334 30.036365510193),877101,PHO BANG RESTAURANT,14367 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-254-3929,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHUNG THU, INC",3730347.85274,561501.772575
POINT (-90.076989294557 29.951922709288),876985,MOMO RAMEN AND POKE,632-34 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MOMO RAMEN AND POKE,LLC",3678691.8167,530187.70942
POINT (-90.133794426436 29.943107411776),876863,LA MADELEINE 501,601 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,281-201-2700,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HZ LM CASUAL FOODS, LLC",3660737.10822,526789.355326
POINT (-90.072842234853 29.950295825755),876879,LE PAVILLON HOTEL  RESTAURANT,833 POYDRAS ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"REMINGTON LODGING & HOSPITALITY,LLC",3680011.55458,529610.537345
POINT (-89.956762236637 30.041817929488),877319,SUPER CAJUN SEAFOOD,5971 BULLARD AVE,,NEW ORLEANS,LA,70128,504-241-3436,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TONY & JOHNNY LE LLC,3716370.61938,563314.1576
POINT (-90.076226562351 29.976309139252),876567,COCO HUT,2515 BAYOU RD,,NEW ORLEANS,LA,70119-2302,504-945-8788,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THOMPSON,PAMELA",3678836.05826,539058.17921
POINT (-90.065304331423 29.958845936235),876830,JOHHNY WHITE'S PUB & GRILL,718 BOURBON ST,B,NEW ORLEANS,LA,70116,504-522-4829,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOHNNY WHITE'S PUB & GRILL,3682364.17781,532746.008004
POINT (-90.067552204474 29.956258207786),877048,OCEANA GRILL,739 CONTI ST,,NEW ORLEANS,LA,70130,504-525-6002,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAJUN CONTI LLC,3681662.79919,531797.144707
POINT (-90.068000580644 29.955654459927),877206,ROYAL SONESTA HOTEL,300 BOURBON ST,,NEW ORLEANS,LA,70130,504-586-0300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SONESTA INTERNATIONAL HOTELS CORPORATION,3681523.24488,531576.031683
POINT (-90.11824798931 30.005612350429),877355,THE BACKYARD,244 W HARRISON AVE,,NEW ORLEANS,LA,70124,512-689-5613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE BACKYARD, LLC",3665419.55616,549570.495635
POINT (-90.068106436392 29.957383930982),876406,BAYONA,430 DAUPHINE ST,,NEW ORLEANS,LA,70112,504-568-9591,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYONA CORPORATION,3681482.78082,532204.560835
POINT (-90.11982108435 29.948843106848),876907,LUCA EATS,7329 COHN ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOWERCOHN, LLC",3665140.30439,528921.668992
POINT (-90.068890693808 29.978904126746),876789,HUNAN WOK,2201 ST BERNARD AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),GUANG QUAN SHI,3681148.09186,540027.368971
POINT (-90.134368497963 29.942565436526),876398,BANGKOK THAI RESTAURANT,513 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VILAY LLC,3660557.36486,526590.369534
POINT (-90.120470287161 29.951836019041),877190,RICCOBONO'S PANOLA ST CAFE,7801 PANOLA ST,,NEW ORLEANS,LA,70118,504-486-3489,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RICCOBOND'SPANOLA ST CAFCAFE LLC,3664923.19725,530007.829889
POINT (-90.061579227833 30.021559944618),877490,WENDY'S #242,6166 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3683290.59285,555564.301465
POINT (-90.05871357672 29.961465913987),876482,CAFE ENVIE,1241 DECATUR ST,,NEW ORLEANS,LA,70116,504-982-0280,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ENVIE FQ LLC,3684440.49583,533721.882885
POINT (-90.068855770575 29.953546823057),876980,MNB CAFE,109 ROYAL ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MNB CAFE,LLC",3681260.90376,530806.62829
POINT (-90.067183664369 29.949034520466),877000,MOTHER'S RESTAURANT,401 POYDRAS ST,,NEW ORLEANS,LA,70130,504-523-9656,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AMATO, JOHN G           AMATO, GERARD C",3681808.52399,529171.636928
POINT (-90.047446402235 29.974999041847),877051,OKAY BAR,1700 PORT ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GRAPEFRUIT MOON, LLC",3687952.84399,538682.885705
POINT (-90.065626020747 29.952418781487),877088,PAPA'S PIZZA,201 N PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JR MMOS,INC",3682288.17442,530407.731458
POINT (-90.070033208846 29.951946172854),877351,TERRAZU,201 ST CHARLES AVE,#129,NEW ORLEANS,LA,70170,504-287-0877,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"2927, INC",3680894.4733,530220.460225
POINT (-90.067286596242 29.945300417338),877433,TOMMY'S CUSINE,746 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T'S CUISINE LLC,3681790.93135,527813.421119
POINT (-90.008490834496 29.91931951869),876874,"LARUE AND LARUE, LLC",3439 KABEL DR,,NEW ORLEANS,LA,70131,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LARUE'S BAR B QUE,3700519.91249,518576.404215
POINT (-90.034492487276 29.944636496966),877208,RUBY D'S,2201 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114-1537,504-368-8992,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SYLVE BERWYN,3692179.08969,527688.232319
POINT (-90.065802467303 29.957558592519),877418,THE THIRD PLACE,719 TOULOUSE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARD TRACK,LLC",3682211.62479,532276.137283
POINT (-90.105942667467 29.956525954909),876469,C & A SEAFOOD,1429 S JEFFERSON DAVIS PKWY,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ANTHONY VO,LLC",3669505.34279,531762.255491
POINT (-90.108833910006 29.920480599133),877115,PIZZA DOMENICA,4933 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-407-1302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIZZA DOMENICA LLC,3668729.89818,518645.022071
POINT (-90.117599871971 30.005572416608),876524,CHAPS CHICKEN,206 W HARRISON AVE,STE C,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAR LYNN OF LOUISIANA, LLC",3665624.8368,549558.149971
POINT (-89.970397591337 30.018427346411),877246,SISTERS N DA EAST,9901 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TATE, GLENN E.",3712157.88626,554756.899864
POINT (-90.109531828691 29.920606381511),877429,TITO'S CEVICHE & PISCO LLC,5015 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TITO'S CEVICHE & PISCO LLC,3668508.33281,518688.399159
POINT (-90.069924394499 29.949680082451),877255,SODEXO  -  PAN AMERICAN,601 POYDRAS ST,,NEW ORLEANS,LA,70130,716-633-2222,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SODEXO OPERATIONS LLC,3680938.01679,529396.806657
POINT (-90.072350191007 29.953189730397),877290,SUBWAY,201 BARONNE ST,SUITE A1,NEW ORLEANS,LA,70130,504-523-7827,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KHOWLA ENTERPRISES INC,3680155.78946,530664.581762
POINT (-90.103508938826 29.920538277182),877169,RAW REPUBLIC,4528 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"BLEND, LLC",3670416.44308,518684.060727
POINT (-90.052537186097 29.969128798509),877164,RALLY'S HAMBURGERS #417,2371 ST CLAUDE AVE,,NEW ORLEANS,LA,70117-8352,727-519-2113,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3686365.00681,536530.196167
POINT (-90.084987060578 29.924986877681),876839,JUNG'S GOLDEN DRAGON 11,3009 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUNG'S GOLDEN DRAGON 11 INC,3676265.91125,520365.176504
POINT (-90.07063722427 29.953329748923),876602,DAISY DUKES,123 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ARICI DD LLC,3680697.65845,530721.470978
POINT (-90.04350672299 29.964173992841),877078,PALOMA CAFE,800 LOUISA ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HENRI AND COMPANY LLC,3689244.42243,534760.519622
POINT (-90.06857112414 29.927940991535),876782,"HORIZON RIVER RESTAURANTS, LLC",1801 ROUSSEAU ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3681453.81589,521496.418873
POINT (-90.076989294557 29.951922709288),876603,DAISY DUKES CAFE,308 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DD CAFE LLC,3678691.8167,530187.70942
POINT (-90.079320617108 29.933304017081),876919,MAGNOLIA MANSION  RESTAURANT LLC,2127 PRYTANIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MAGNOLIA MANSION  RESTAURANT LLC,3678027.66338,523409.185339
POINT (-90.070670858271 29.953214469185),876731,GALLIER'S RESTAURANT & OYSTER BAR,129 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MNB FOOD SERVICES,LLC",3680687.4701,530679.433858
POINT (-90.060878638485 29.962203541969),876986,MONA LISA RESTAURANT,1212 ROYAL ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MARY MALES, LLC",3683751.98396,533982.492229
POINT (-90.098359506987 29.977359377276),876688,FELIPE'S TAQUERIA,411 N CARROLLTON AVE,STE:1,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FELIPE'S LOUISIANA LLC,3671824.91086,539363.888906
POINT (-90.065389327135 29.953744349561),876483,CAFE ENVIE,308 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ENVIE 308 LLC,3682357.7926,530890.585986
POINT (-90.076989294557 29.951922709288),877202,ROULER CYCLING,601 BARONNE STE C1,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ROULER CYCLING LLC,3678691.8167,530187.70942
POINT (-90.070033208846 29.951946172854),877239,SHAHRAZAD CAFE LLC,201 ST CHARLES AVE,,NEW ORLEANS,LA,70170,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SHAHRAZAD CAFE LLC,3680894.4733,530220.460225
POINT (-90.073268878248 29.949976928009),876825,JIMMY JOHN'S,900 POYDRAS ST,STE 101,NEW ORLEANS,LA,70112,504-309-5405,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE BOILER CATS IV, L.L.C.",3679877.72443,529493.088449
POINT (-90.068086210875 29.949599408561),876433,BON TON CAFE,401 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-524-3386,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BON TON CAFE LTD,3681520.44264,529373.893697
POINT (-90.06720054145 29.953489214295),876961,MENA'S PALACE,200 CHARTRES ST,,NEW ORLEANS,LA,70130,504-830-2847,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHARTRES & IBERVILLE, LLC",3681785.28008,530791.467138
POINT (-90.025441724898 29.927311712994),876610,DAT'S CAJUN SEAFOOD,3020 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-362-8252,1104 - FISH & SEAFOOD MARKETS,"DAT'S CAJUN SEAFOOD, LLC",3695117.25763,521420.949497
POINT (-90.130591849339 29.942614380468),876819,JAMILA'S CAFE,7808 MAPLE ST,,NEW ORLEANS,LA,70118,504-866-4366,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAMILA'S INC,3661753.23027,526620.702014
POINT (-90.076989294557 29.951922709288),876939,MAYPOP,611 OKEEFE AVE,STE #C2,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DELTA RESTAURANT GROUP,3678691.8167,530187.70942
POINT (-90.063759999528 29.949370858711),876719,FUDDRUCKERS,4 CANAL ST,,NEW ORLEANS,LA,70130,504-589-0090,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PARK LANE OF NEW ORLEANS,3682891.35528,529305.937985
POINT (-90.068994480826 29.955053654502),877356,THE BAR & STEAKHOUSE AT GALATOIRE'S,215 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS EQUITY LLC,3681210.93384,531354.082626
POINT (-90.020753540565 29.959013275785),876480,CAFE DAUPHINE,5229 DAUPHINE ST,,NEW ORLEANS,LA,70117,504-430-8158,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE DAUPHINE, LLC.",3696470.14819,532965.711108
POINT (-90.074571735394 29.957244007262),877480,WE DAT'S CHICKEN & SHRIMP,1407 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WE DAT'S ""NEW ORLEANS OWN"" CHICKEN & SHRIMP,LLC",3679436.11688,532131.131907
POINT (-90.068993051597 29.954679199863),876691,FELIX'S RESTAURANT & OYSTER BAR,739 IBERVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),739 IBERVILLE LLC,3681212.88879,531217.92205
POINT (-90.069603218223 29.965402340101),876568,COFFEE BY THE PARK,1501 ST PHILIP ST,,NEW ORLEANS,LA,70116,504-218-8663,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),COFFEE BY THE PARK,3680976.67042,535115.122054
POINT (-90.077939890301 29.935679356658),877384,THE MELTING POT,1820 ST CHARLES AVE,STE:120,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NAQUIN HOSPITALITY LLC,3678455.51029,524277.733372
POINT (-90.064075876972 29.955829695357),876592,CRESCENT CITY BREWHOUSE,527 DECATUR ST,,NEW ORLEANS,LA,70130,504-943-8458,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CRESCENT CITY BREWHOUSE,3682765.30888,531653.498755
POINT (-90.07343294003 29.939075685069),877236,SEED,1330 PRYTANIA ST,,NEW ORLEANS,LA,70130,504-416-4260,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SYMBIOTIC RESTAURANTS LLC,3679869.35771,525528.428093
POINT (-90.077170537715 29.929503507151),876629,DISTRICT: DONUTS. SLIDERS. BREW,2209 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-875-9090,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STEPHEN CALI AARON VOGEL CHRIS,3678723.79714,522034.642874
POINT (-90.06419777816 29.95103289467),877492,WESTIN NEW ORLEANS CANAL PLACE,100 IBERVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MERRITT HOSPITALITY LLC,3682746.02844,529908.779201
POINT (-90.066171287145 29.9528925547),877405,THE RUBY SLIPPER CAFE,204 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RSC DECATUR,LLC",3682113.60322,530578.103042
POINT (-90.074450068571 29.932303596134),876774,HIVOLT COFFEE,1829 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,504-324-8818,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HIVOLT BAKERY,3679574.28207,523062.311803
POINT (-90.074614686423 29.93169335354),876647,DOWN THE HATCH,1921 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GIUSEPPE'S  BISTRO  LLC,3679524.58088,522839.832827
POINT (-90.124484043189 29.919925985983),877093,PATOIS,6078 LAUREL ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORBY'S LLC,3663774.59066,518390.705398
POINT (-90.10552762159 29.934968325349),877364,THE COMPANY BURGER,4600 FRERET ST,STE A,NEW ORLEANS,LA,70115,404-514-6437,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BIDS CORP, LLC",3669720.76724,523924.498876
POINT (-90.075293465738 29.939739305778),876979,MIYAKO SEAFOOD & STEAKHOUSE,1403 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-410-9997,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAPAN FOOD SERVICES, INC",3679277.4685,525763.270205
POINT (-90.094318456435 29.925915495104),876387,AUGUST MOON,3635 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CINDY & JOSEPH, LLC",3673306.52859,520670.774201
POINT (-90.069838844454 29.945618920424),876505,CARMO,527 JULIA ST,B,NEW ORLEANS,LA,70130,504-875-4132,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CARMO LLC,3680981.39266,527920.318847
POINT (-90.052100442078 29.966922757464),876932,MARIES KITCHEN LLC,2483 BURGUNDY ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MARIES KITCHEN LLC,3686512.2543,535729.544519
POINT (-90.072371293461 29.947723844336),876396,BALISE RESTAURANT,640 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"640 CARONDELET, LLC.",3680170.98011,528676.911424
POINT (-90.069189093181 29.954542172754),876439,BOURBON HOUSE,144 BOURBON ST,,NEW ORLEANS,LA,70130,504-274-1808,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRASSERIE, LLC",3681151.36066,531167.409026
POINT (-90.105904822275 29.920586515424),877238,SHAHRAZAD CAFE,4739 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHAHRAZAD CAFE, LLC",3669657.32142,518693.464247
POINT (-90.066098441927 29.954078913441),876805,IRENE'S,529 BIENVILLE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"IRENE'S,LLC",3682131.89935,531009.761474
POINT (-90.132575407082 29.949469590992),876859,LA CASITA TAQUERIA RESTAURANT,8402 OAK ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JWID HOLDINGS,LLC",3661098.92141,529106.932288
POINT (-90.071182335662 29.94993606098),876672,EMPIRE STATE DELICATESSEN,701 POYDRAS ST,130,NEW ORLEANS,LA,70130,504-412-8521,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),EMPIRE STATE DELICATESSELLC,3680538.63643,529485.499841
POINT (-90.127799225436 29.949823350717),876441,BOURREE,8115  JEANNETTE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROCKETS LLC,3662610.06419,529251.454273
POINT (-90.068525609614 29.956928522816),876616,DEJA VU,400 DAUPHINE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CRESCENT CITY DEJA VU, L,L,C.",3681351.87874,532037.492419
POINT (-90.076989294557 29.951922709288),876497,CAFE' NAVARRE,800 NAVARRE AVE,,NEW ORLEANS,LA,70124,504-482-8828,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CAFE' NAVARRE, LLC",3678691.8167,530187.70942
POINT (-90.104030310257 29.92921441228),876526,CHARLIES STEAK HOUSE,4510 DRYADES ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DRYADES ENTERTAINMENT LLC,3670217.44314,521837.24825
POINT (-90.078588616712 29.952166865222),877309,SUBWAY SANDWICH,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NAZIR FOOD LLC,3678184.39451,530270.944065
POINT (-90.073711459481 29.950083729187),876604,DAISY MAE'S,920 POYDRAS ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DD POYDRAS, LLC",3679737.14485,529530.384129
POINT (-90.071911281066 29.935813646529),877324,SURREY'S CAFE AND JUICE BAR,1418 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-524-3828,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SURREY'S LGD LLC,3680364.33461,524347.535356
POINT (-90.001739059241 30.011739043564),877017,NATAL'S DELI,7342 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70126,504-242-3123,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),QUYNH NGUYEN INC,3702268.09674,552208.165206
POINT (-90.062764533542 29.94853775976),877367,THE CRAZY LOBSTER BAR & GRILL,1 POYDRAS ST,83,NEW ORLEANS,LA,70130,504-569-3382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),A BAR & GRILL WITH A BITE,3683209.95157,529006.487168
POINT (-90.023135828353 29.940528960041),876358,ALGIERS STEAK AND OYSTER CAFE,3137 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALGIERS STEAK AND OYSTER CAFE LLC,3695792.67498,526235.535486
POINT (-90.066948756573 29.969752870244),876761,HANK'S RESTAURANT & LOUNGE,1443 N ROBERTSON ST,,NEW ORLEANS,LA,70116,504-942-1589,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HANK'S RESTAURANT & LOUNGE INC,3681799.6477,536706.416775
POINT (-90.073167806516 29.952836025178),876900,LOUISE,935 GRAVIER ST,STE 100,NEW ORLEANS,LA,70112,504-267-7088,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RIVERBEND FOOD CO, LLC",3679898.29691,530533.113026
POINT (-90.11144328261 30.020376162163),876430,BLUE FIN POKE,143 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BLUE FIN POKE LLC,3667515.96903,554962.130456
POINT (-90.082518465766 29.926026417656),876575,COQUETTE,2800 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BISTRO COQUETTE LLC,3677043.71477,520751.717689
